doc_id,Year,clean_text,text_processed,label_topik,pca_1,pca_2,pca_3,pca_4,pca_5,cluster
1,2020,today digital world demands about automated sentiment_analysis on visual and text content to significantly displaying people feelings opinions and emotions through text images and videos across popular social networks earlier visual sentimental faces many drawbacks like achieve low accuracy and more difficult to understand people opinions due to traditional techniques also another major challenge is a huge number of images generated and uploaded every day across the world this overcomes problems of visual sentiment_analysis with the help of deep_learning convolution neural convolutional_neural_network and affective regions to achieve more meaningful reports with huge accuracy,demand automated sentiment_analysis visual content significantly displaying people feeling opinion emotion image video across popular social network earlier visual sentimental face drawback low accuracy difficult understand people opinion traditional technique another huge image generated uploaded every day across overcomes problem visual sentiment_analysis help deep_learning convolution neural convolutional_neural_network affective region meaningful report huge accuracy,Sentiment Media Sosial,-4.562528101521089,-6.895322897150077,3.0868792860335486,1.3468463201732315,0.314499397475609,0
2,2020,sentiment_analysis is focused on mining opinion identification and classification from unstructured text such as product reviews or microblogs it is widely for brand reviews political campaigns marketing or gaining feedback from customers one of the prominent approaches for sentiment_analysis is supervised machine_learning supervised_machine_learning an algorithm that uses datasets with defined class labels on mathematical from a training dataset while the results are promising especially with in domain sentiments there is no guarantee the provides the same performance against real due to the diversity of new in addition previous studies suggest the of supervised_machine_learning decrease when applied to cross domain datasets because new features are appeared in different domains so far studies in sentiment_analysis emphasise the improvement of the whereas there is little discussion focusing on how to detect the degradation of performance for the therefore we provide a known as contextual ca a mechanism that constructs a relationship between words and sources that is constructed in a tree structure identified as hierarchical knowledge tree hierarchical_knowledge_tree then tree similarity index tree_similarity_index and tree differences index tree_difference_index a formula generate from tree structure are to find similarity as well as changes between train and actual dataset the regression of datasets reveals that there is a highly significant positive relationship between tree_similarity_index and supervised_machine_learning accuracies as a the prediction created indicated estimation error within to and for average absolute differences moreover this also can cluster words into positive and negative without having any linguistics resources and at the same capturing changes of words when a new dataset is applied,sentiment_analysis mining opinion classification unstructured product review microblogs brand review political campaign marketing gaining feedback customer one prominent approach sentiment_analysis supervised machine_learning supervised_machine_learning algorithm us defined class label mathematical training promising especially sentiment guarantee provides diversity study suggest supervised_machine_learning decrease cross feature appeared domain far study sentiment_analysis emphasise improvement whereas little discussion detect degradation therefore contextual ca mechanism construct relationship word source constructed tree structure identified hierarchical knowledge tree hierarchical_knowledge_tree tree similarity index tree_similarity_index tree difference index tree_difference_index formula generate tree structure similarity change train actual regression reveals positive relationship tree_similarity_index supervised_machine_learning accuracy prediction created indicated estimation error average absolute difference cluster word positive negative linguistics resource capturing change word,Sentiment Media Sosial,-0.7456288119333893,-5.740176930268611,1.6838796699638188,-1.1128071209536148,-1.8133694751970693,0
3,2020,aspect_based_sentiment_analysis has recently attracted increasing attention due to its extensive applications most of the existing aspect_based_sentiment_analysis been applied on small sized labeled datasets however real datasets such as the amazon and tripadvisor contain a massive number of reviews thus applying these on large scale datasets may produce inefficient results furthermore these existing extract huge number of aspects most of which are not relevant to the domain of interest but on other hand some of the infrequent relevant aspects are excluded during the extraction these limitations negatively affect the performance of the aspect_based_sentiment_analysis this article therefore aims to overcome such limitations by proposing an efficient that is suitable for real large scale unlabeled datasets the is a combination of hybridizing a frequency word level and a syntactic relation sentence level it was enhanced further with a semantic similarity to extract aspects that are relevant to the domain even terms related to the aspects are not frequently mentioned in the reviews the extracted aspects according to the are to generate a total review score after estimating the weight and the rating of each extracted aspect mentioned in the review the assignment of the weight of each extracted aspect is calculated on a modified tf idf weighting scheme and the assignment of the aspect rating is calculated on a domain specific lexicon effectiveness of the extracted aspects is evaluated against two baselines available from existing literature fixed aspect and extracted aspects evaluation was also performed by a general lexicon and a domain specific lexicon results in terms of f measure and accuracy on amazon and yelp datasets show that the extracted aspects the with the domain specific lexicon outperformed all the baselines,aspect_based_sentiment_analysis attracted extensive application aspect_based_sentiment_analysis labeled however amazon tripadvisor review applying scale may produce inefficient furthermore extract huge aspect relevant hand infrequent relevant aspect excluded extraction limitation negatively affect aspect_based_sentiment_analysis article therefore aim overcome limitation proposing suitable scale unlabeled combination hybridizing level syntactic relation sentence level enhanced semantic similarity extract aspect relevant term related aspect frequently mentioned review extracted aspect according generate total review score estimating weight rating extracted aspect mentioned review assignment weight extracted aspect calculated modified tf idf weighting scheme assignment aspect rating calculated specific lexicon extracted aspect evaluated two baseline literature aspect extracted aspect evaluation performed lexicon specific lexicon term f measure accuracy amazon show extracted aspect specific lexicon outperformed baseline,Sentiment Media Sosial,-1.9594506215115444,-9.482183879708261,4.524252668192833,2.1810718406771454,1.4379437504852723,0
4,2020,in the era of web online forums blogs and twitter are becoming primary sources for sharing views opinions and comments about different topics classifying these views opinions and comments is known as sentiment_analysis which is an active area sentiment_analysis has vast applications in different fields of life such as marketing e commerce and business under the umbrella of sentiment_analysis quantification that deals with estimating relative frequency of class of interest is being investigated by researchers nowadays in quantification exploring effect of new features and comparison of diverse types of classifiers to assess their effectiveness needs further investigation in this we explore diverse sets and classifiers for quantification in addition empirical performance of conventional machine_learning techniques ensemble and state of the art deep_learning algorithms on basis of features set is performed the computed results show that the diverse features sets affect the performance of classifiers in quantification the results also confirm that the deep_learning techniques perform better than the conventional machine_learning algorithms,twitter primary source view opinion comment topic classifying view opinion comment sentiment_analysis active area sentiment_analysis vast application field life marketing e commerce business umbrella sentiment_analysis quantification deal estimating relative class investigated researcher quantification effect feature type classifier assess need investigation set classifier quantification empirical conventional machine_learning technique ensemble state art deep_learning algorithm basis feature set performed computed show feature set affect classifier quantification deep_learning technique perform conventional machine_learning algorithm,Feature Selection ML,-1.0144553744057707,-6.541903611219661,-0.5962538251358919,-1.5963052834642295,1.0000024200392312,0
5,2020,financial and economic news is continuously monitored by financial market participants according to the efficient market hypothesis all past information is reflected in stock prices and new information is instantaneously absorbed in determining future stock prices hence prompt extraction of positive or negative sentiments from news is very important for investment decision making by traders portfolio managers and investors sentiment_analysis models can provide an efficient for extracting actionable signals from the news however financial sentiment_analysis is challenging due to domain specific language and unavailability of large labeled datasets general sentiment_analysis models are ineffective when applied to specific domains such as finance to overcome these challenges we design an evaluation platform which we use to assess the effectiveness and performance of various sentiment_analysis approaches on combinations of text representation and machine_learning classifiers we perform more than one hundred experiments publicly available datasets labeled by financial experts we start the evaluation with specific lexicons for sentiment_analysis in finance and gradually build the to include word and sentence encoders up to the latest available natural_language_processing transformers the results show improved efficiency of contextual embeddings in sentiment_analysis compared to lexicons and fixed word and sentence encoders even when large datasets are not available furthermore distilled versions of natural_language_processing transformers produce comparable results to their larger teacher models which makes them suitable for use in production environments,financial economic news continuously monitored financial market participant according market hypothesis past reflected stock price instantaneously absorbed determining future stock price hence prompt extraction positive negative sentiment news important investment trader portfolio manager investor sentiment_analysis model extracting actionable signal news however financial sentiment_analysis challenging specific language labeled sentiment_analysis model ineffective specific domain finance overcome challenge design evaluation platform assess sentiment_analysis approach combination representation machine_learning classifier perform one hundred experiment publicly labeled financial expert start evaluation specific lexicon sentiment_analysis finance gradually build include sentence encoders latest natural_language_processing transformer show efficiency contextual embeddings sentiment_analysis compared lexicon sentence encoders furthermore distilled version natural_language_processing transformer produce comparable larger teacher model make suitable production environment,Sentiment Media Sosial,-5.0785603306275515,-4.0375747285313,6.328807644866012,0.2598600819389441,1.0879964867280478,0
6,2020,the object of is the augmentation in text classification problems machine_learning the is considered on the example of sentiment_analysis of visitor reviews of hotels it is shown that datasets with insufficient volume or representativeness requires special for increasing the amount of in it the aim of the work is to improve the accuracy of the neural in the tasks of text classification by increasing the amount of to achieve the goal it was to use text written in languages of other families which will be translated into the target language google translator russian was chosen as the target language to level the effect of the on the results a simple neural is a multilayer perceptron with variations in the parameters of its structure the article investigated the influence of the considered augmentation on the resulting accuracy of the according to experimental results the expediency of this in a number of tasks is shown ref pic tab,object augmentation classification problem machine_learning considered sentiment_analysis visitor review hotel insufficient representativeness requires special amount improve accuracy neural task classification amount goal written language family translated target language google translator russian target language level effect simple neural multilayer perceptron variation parameter structure article investigated influence considered augmentation resulting accuracy according experimental expediency task ref,Sentiment Media Sosial,-0.23224256406272514,-5.778643986001882,3.122961962528723,1.1601734048617387,1.319339363982948,0
7,2020,text classification is a fundamental task in natural_language_processing and is essential for many tasks like sentiment_analysis and question classification etc as we all know different natural_language_processing tasks require different linguistic features tasks such as text classification requires more semantic features than other tasks such as dependency parsing requiring more syntactic features most existing focus on improving performance by mixing and calibrating features without distinguishing the types of features and corresponding effects in this we a stacked residual recurrent neural networks with cross layer attention to filter more semantic features for text classification which named srcla firstly we build a stacked structure to filter different types of linguistic features and then a novel cross layer attention mechanism that exploits higher level features to supervise the lower level features to refine the filtering on this more semantic features can be selected for text classification we conduct experiments on eight text classification tasks including sentiment_analysis question classification and subjectivity classification and compare with a broad range of baselines experimental results show that the approaches achieve the state of the art results on out of tasks,classification fundamental natural_language_processing essential task sentiment_analysis classification know natural_language_processing task linguistic feature task classification requires semantic feature task dependency parsing requiring syntactic feature focus improving mixing calibrating feature distinguishing type feature corresponding effect stacked residual recurrent neural network cross layer filter semantic feature classification named srcla firstly build stacked structure filter type linguistic feature novel cross layer mechanism exploit higher level feature supervise lower level feature refine filtering semantic feature selected classification conduct experiment eight classification task sentiment_analysis classification subjectivity classification compare broad range baseline experimental show approach state art task,Forecasting Time Series,5.070284759901275,-5.647500490618028,4.360507643389376,4.714614860336523,2.989119657318891,1
8,2020,sentiment_analysis is one of the major fields in natural_language_processing whose main task is to extract sentiments opinions attitudes and emotions from a subjective text and for its importance in decision making and in people trust with reviews on web sites there are many academic researches to address sentiment_analysis problems deep_learning is a powerful machine_learning technique that has emerged with its ability of representation and differentiating leading to state of the art prediction results in recent years deep_learning has been widely in sentiment_analysis however there is scarce in its implementation in the arabic language field most of the previous researches address other languages like english the tackles arabic sentiment_analysis arabic_sentiment_analysis by a deep_learning arabic_sentiment_analysis is a challenging field where arabic language has a rich morphological structure more than other languages in this work long short term memory long_short_term_memory as a deep neural has been for training the combined with word embedding as a first hidden layer for features extracting the results show an accuracy of about is achievable deep_learning,sentiment_analysis one field natural_language_processing extract sentiment opinion attitude emotion subjective importance people trust review site academic research address sentiment_analysis problem deep_learning powerful machine_learning technique emerged ability representation differentiating leading state art prediction year deep_learning sentiment_analysis however scarce implementation arabic language research address language english tackle arabic sentiment_analysis arabic_sentiment_analysis deep_learning arabic_sentiment_analysis challenging arabic language rich morphological structure language long short term memory long_short_term_memory deep neural training combined embedding hidden layer feature extracting show accuracy achievable deep_learning,Sentiment Media Sosial,-2.6854540656623174,-5.829799930229022,6.004239421216877,1.6391419177698958,4.707050449149946,0
9,2020,in order to accelerate the performance of various natural_language_processing tasks for roman urdu this article for the very first provides neural word embeddings prepared most widely approaches namely word vec fasttext and glove the integrity of generated neural word embeddings is evaluated intrinsic and extrinsic evaluation approaches considering the lack of publicly available benchmark datasets it provides a first ever roman urdu public dataset which consists of sentiments annotated against positive negative and neutral classes to provide benchmark baseline performance over the presented dataset for roman urdu sentiment_analysis we adapt diverse machine_learning support vector machine logistic regression naive bayes deep_learning convolutional neural recurrent neural and hybrid deep_learning approaches performance impact of generated neural word embeddings representation is compared with other most widely bag of words representation approaches diverse machine and deep_learning classifiers in order to improve the performance of roman urdu sentiment_analysis it proposes a novel precisely extreme multi channel hybrid methodology which makes use of convolutional and recurrent neural networks along with pre trained neural word embeddings the hybrid outperforms adapted machine_learning approaches by the significant figure of and deep_learning approaches by the figure of in terms of f score,order accelerate natural_language_processing task roman urdu article provides neural embeddings prepared approach namely vec fasttext glove integrity generated neural embeddings evaluated intrinsic extrinsic evaluation approach considering lack publicly benchmark provides ever roman urdu public consists sentiment annotated positive negative neutral class benchmark baseline presented roman urdu sentiment_analysis adapt machine_learning support vector machine logistic regression naive bayes deep_learning convolutional neural recurrent neural hybrid deep_learning approach impact generated neural embeddings representation compared bag word representation approach machine deep_learning classifier order improve roman urdu sentiment_analysis novel precisely extreme multi channel hybrid methodology make convolutional recurrent neural network along pre trained neural embeddings hybrid outperforms adapted machine_learning approach figure deep_learning approach figure term f score,Sentiment Media Sosial,1.2925105122530427,-8.267399857628568,6.559978476190669,-1.133504572704354,6.2210254749972504,0
10,2020,natural_language_processing has witnessed remarkable progress with the advent of deep_learning techniques text summarization along other tasks like text translation and sentiment_analysis deep neural models to enhance results the new of text summarization are subject to a sequence to sequence of encoder decoder which is composed of neural networks trained jointly on both input and output deep neural networks take advantage of big datasets to improve their results these networks are supported by the attention mechanism which can deal with long texts more efficiently by identifying focus points in the text they are also supported by the copy mechanism that allows the to copy words from the source to the summary directly in this we are re implementing the basic summarization that applies the sequence to sequence on the arabic language which has not witnessed the employment of this in the text summarization before initially we build an arabic set of summarized article headlines this set consists of approximately thousand entries each consisting of an article and the headline corresponding to this we then apply baseline summarization models to the previous set and compare the results the rouge scale,natural_language_processing witnessed remarkable progress advent deep_learning technique summarization along task translation sentiment_analysis deep neural model enhance summarization subject sequence sequence encoder decoder composed neural network trained input output deep neural network advantage big improve network supported mechanism long text efficiently identifying focus point supported copy mechanism allows copy word source summary directly implementing basic summarization applies sequence sequence arabic language witnessed employment summarization initially build arabic set summarized article headline set consists approximately thousand entry consisting article corresponding apply baseline summarization model set compare rouge scale,Sentiment Media Sosial,-0.34767337416269695,-5.198831496464352,6.182284275025576,2.758918514149804,1.8514855338122322,0
